x,y
2.14901424590337,1.9585207096486446
2.1943065614302077,2.4569089569224074
1.9297539875829992,1.929758912915246
2.4737638446522174,2.230230418745873
1.8591576842195143,2.1627680130757896
1.8609746921562613,1.860281073928923
2.07258868146981,1.4260159266026606
1.48252465024609,1.8313137412277083
1.6961506638996728,2.094274199778582
1.7275927773436368,1.5763088895994126
2.439694630676466,1.9322671098540394
2.020258461406377,1.572575544135963
1.8366851826424453,2.0332767769129596
1.6547019267733092,2.1127094055037015
1.8198083930243585,1.912491875062017
1.8194880163311808,2.555683455352681
1.9959508325786197,1.68268672131323
2.2467634736309567,1.6337469050086932
2.0626590785014267,1.4120989628360674
1.6015441853304708,2.059058370760737
2.221539973998623,2.051410484356991
1.965305515283528,1.9096688913232134
1.5564434028897718,1.7840467374815874
1.8618083687120637,2.317136667865675
2.1030854868705386,1.4710879533911798
2.0972251908184383,1.884475315875105
1.7969233999082124,2.1835028866522603
2.3092998567487855,2.2793840357348594
1.7482347430332084,1.9072362872446356
2.099379029421069,2.2926635381367078
1.856247728646413,1.944302307000855
1.6680995077981915,1.6411380127757988
2.2437577467182592,2.4068720085712467
1.9783969635258998,2.301059869367607
2.1084908075142903,1.8064640736184627
2.108418681652524,2.4614109699397906
1.9892521882670144,2.4693930967442017
1.2140764687730767,2.246570751312567
2.0261141204714512,1.9102977948602398
2.0275282329606505,1.4037293256197323
1.9340984336487463,2.107133771453524
2.443368213422455,1.8445189345179058
1.7574519191320437,1.849472886924639
2.2746206353106224,2.0986253328979054
1.8410719388698884,2.1539802299340067
2.029123264804412,2.290593497159867
1.7893840718367944,1.9017013560206695
1.8823675540603526,1.5609455155603644
2.088836083119373,2.078316581653967
2.001534036992738,1.929623859987456
5.575388777384876,5.873806403170392
5.8971856450419695,5.759316819233514
5.951614286500197,6.121215257044361
6.565855770363159,6.052373343849552
6.07726511721683,5.97766622527015
5.424368635410287,5.992045837365235
6.018069062982308,6.738972633745586
5.942291710565663,6.090464202700084
5.989586469088427,5.64939658871414
6.342846844354506,6.225579909806032
6.237309584112914,5.7271837635615785
6.42083829328083,5.5794446811623155
6.176057128140081,6.657136687742994
5.702839102460794,5.8301106811191685
6.029895409526293,5.848957303765141
5.53480097068016,6.020568892441808
5.681308885882169,6.142077729190555
5.724172729729859,6.464980321505262
5.765024012299129,5.903381545138298
6.244055165210901,5.6307407050698135
6.068237980381239,6.392142826284728
5.517755029631632,6.055390157559692
6.077964838274527,6.234546861533193
5.628914786736575,5.603863016074717
6.15658246968507,6.0890954019699555
6.075147855103763,6.103934462849093
5.795992583526453,6.069676109148301
6.087921741989605,5.78569457459209
6.559732353343427,6.142149876273536
5.642608950839206,6.196966082590149
5.707595498931804,6.2361253811227355
6.3475786737022215,5.753795304494487
6.289012838773297,6.12383427808095
6.246618047998347,6.5690378947961845
5.926383565199139,5.773879150692753
5.733145671112343,5.755256914510369
5.976869487175769,6.102345592444993
6.083007239799006,6.248154974710807
6.003900567563372,6.436060223147195
5.920602950028613,6.816050749976886
6.187700204329502,5.742852733075115
5.678732250581667,6.144741724572955
5.932961164402244,6.2142001482276275
6.141971287372064,5.978151326202938
5.745961884579478,5.54554583259424
5.866045514379894,6.256919638297042
6.064228123239062,5.626278366386404
6.051954277755355,6.115595213918651
5.73484276913966,6.046117531783659
6.0174626155338,5.6571089106508134
2.107336208104485,6.16823535791047
2.3249153729525833,6.316140615610471
1.5866991896128728,5.718652488025463
2.154510580162598,6.154135785273662
2.1545143058918144,7.155819447196416
2.17126715320795,6.340669692054179
2.2862005290479606,6.195417375391739
1.9054192266078964,6.227690766147981
1.7681524356387284,5.928954417977997
1.854390935651269,6.024562241815897
2.6943975700020526,5.439820442222476
2.205878057112354,5.5161852386431045
1.8584204402631699,6.32668517909021
2.0192840057286388,5.676676566621208
1.7854088872220095,6.203879324680403
1.780890010484859,6.064937576874592
2.0136715519711443,5.804519895718255
2.6431832267975977,6.1901757066954035
1.392457224002718,6.055936294430828
1.8014640605694836,6.255730000438867
1.7622437784701899,5.96557906755993
2.151496183694137,6.259726558251036
1.639911077883267,5.899649629247715
1.8575164066517131,5.804001230227886
2.5296362720843293,6.121494513288287
1.6217348136994865,6.275358584116433
2.6366468591037897,6.309739578165344
1.544189010213796,5.854729778140125
2.3800733447559868,5.787699160314366
2.1331458284438685,6.232390216028801
1.721920858526575,5.98214239318146
1.0276197979792783,5.692683707599713
1.9242295545820518,5.625665045410545
2.4897233911794907,5.570957586611811
1.867986653990905,6.039222173185827
2.4323819867198346,5.569241354646168
2.348949125646488,6.003069918305876
1.7055474046856147,6.138631042278981
2.059717908672041,5.819934936852362
2.0209406254970057,5.884405920941472
2.0340552035753743,6.198639202356314
2.4758050448436055,5.628655350351945
2.63991001239688,5.41437366014325
1.9544644714893251,6.176495161945373
2.08429756032051,5.813190144053822
1.9375633248928175,5.85209971960235
1.8231905729167366,6.2548806291063075
2.1071046457895144,5.792127121421804
2.2698799626299753,6.092189856262983
2.243858635651688,6.188888652577083
2.256276580570452,1.4195163502377826
6.004918013126867,6.454677914138112
7.924041136005386,3.300941415291412
2.9761446863422654,6.211303685935975
2.7264283220241428,7.446058604828518
6.867302014744094,3.431952219000147
6.006968542331979,6.036342992677459
0.8249909506874609,7.220423253436533
4.042018979582857,6.611659728861933
2.560396808244894,7.164185827969604
3.113613429873305,0.08670121184238688
7.243055811354109,0.7302934142890685
2.554509100723319,7.600495736406439
7.604857175500449,4.587503104986289
5.054697697358394,3.587564175826558
2.3456861735845163,2.6293163629593277
5.380147648616307,6.01899623550144
6.332632349806788,6.316945142356431
0.7296488243895229,3.9553624376206518
0.46047008013315427,4.396231058589884
